datetime,day_of_year,solar_time,cat,z,ST,SD,Z_sl,nd_aws2,Ta_aws2,Ta_cell,G_rsun,G_AWS2_rsun,Sin_AWS2,Sin_cell,alpha,Sout,Lin,Lout,Snet,Lnet,Rnet,T2m_AWS2,T2m,Ts,wind_speed,RH,pressure,H,LE,Qr,Qg,Qm,ablation_mm
2019-07-07 00:00:00,188,0.0,82,2443,1,0,2402.5,3,35.0,37.76,0.0,0.0,0.0,0.0,0.5807,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.01,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,83,2474,1,0,2402.5,3,35.0,36.95,0.0,0.0,0.0,0.0,0.58,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.8,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,84,2474,1,0,2402.5,3,35.0,36.95,0.0,0.0,0.0,0.0,0.58,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.8,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,85,2436,1,0,2402.5,3,35.0,37.94,0.0,0.0,0.0,0.0,0.5809,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.05,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,86,2397,0,0,2402.5,3,35.0,38.95,0.0,0.0,0.0,0.0,0.2445,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.3,0.0,0.66,54.52,750.86,0.0,0.0,0.0,24.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,87,2415,1,0,2402.5,3,35.0,38.48,0.0,0.0,0.0,0.0,0.5815,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.19,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,88,2476,1,0,2402.5,3,35.0,36.9,0.0,0.0,0.0,0.0,0.5799,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.79,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,89,2428,1,0,2402.5,3,35.0,38.15,0.0,0.0,0.0,0.0,0.5811,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.1,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,90,2377,0,0,2402.5,3,35.0,39.47,0.0,0.0,0.0,0.0,0.245,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.43,0.0,0.66,54.52,750.86,0.0,0.0,0.0,24.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,91,2378,0,0,2402.5,3,35.0,39.45,0.0,0.0,0.0,0.0,0.2449,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,18.43,0.0,0.66,54.52,750.86,0.0,0.0,0.0,24.44,0.0,0.0
2019-07-07 00:00:00,188,0.0,92,2496,1,0,2402.5,3,35.0,36.38,0.0,0.0,0.0,0.0,0.5794,0.0,257.3,315.66,0.0,-58.36,-58.36,9.1,17.66,0.0,0.66,54.52,750.86,0.0,0.0,0.0,4.44,0.0,0.0
